customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Churn
1196-AMORA,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
4282-YMKNA,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
1453-RZFON,Yes,No,DSL,Yes,No,No,No,No,No,0
8263-OKETD,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,0
0670-KDOMA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2476-YGEFM,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
8687-BAFGU,Yes,No,Fiber optic,No,No,No,Yes,No,No,0
0641-EVBOJ,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,0
0829-XXPLX,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,0
9974-JFBHQ,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,0
5356-RHIPP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6624-JDRDS,No,No phone service,DSL,Yes,No,No,No,No,No,0
0608-JDVEC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9780-FKVVF,Yes,No,DSL,Yes,No,No,No,No,Yes,0
1919-RTPQD,Yes,No,DSL,No,No,No,No,No,No,0
5214-NLTIT,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,0
3345-PBBFH,Yes,No,DSL,No,Yes,No,No,No,No,0
5055-BRMNE,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,0
9189-JWSHV,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1
2190-PHBHR,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,0
2650-GYRYL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0746-JTRFU,No,No phone service,DSL,No,No,No,No,No,No,1
5208-FVQKB,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,0
7184-LRUUR,Yes,No,DSL,No,Yes,Yes,No,Yes,No,0
6627-CFOSN,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,0
3982-JGSFD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1574-DYCWE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7247-XOZPB,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,0
2466-FCCPT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6211-WWLTF,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,0
4826-TZEVA,Yes,No,Fiber optic,No,Yes,No,No,No,No,0
6016-NXBNJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9138-EFSMO,Yes,No,Fiber optic,No,No,No,No,No,Yes,0
0576-WNXXC,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,1
4632-XJMEX,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0
8910-LEDAG,Yes,No,Fiber optic,No,No,No,No,No,No,0
3452-GWUIN,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0
2716-GFZOR,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,0
3724-UCSHY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8626-XHBIE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4628-CTTLA,No,No phone service,DSL,No,Yes,No,No,Yes,No,1
3192-LNKRK,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,0
4439-YRNVD,No,No phone service,DSL,No,Yes,No,Yes,No,No,0
2876-VBBBL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6834-NXDCA,No,No phone service,DSL,No,No,No,No,No,No,1
2208-UGTGR,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0
3005-TYFRD,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0
8670-MEFCP,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
3079-BCHLN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7777-UNYHB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5597-GLBUC,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,1
7278-CKDNC,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,0
2748-MYRVK,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1
8450-UYIBU,No,No phone service,DSL,No,No,Yes,No,Yes,No,0
2969-VAPYH,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0
4822-YCXMX,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,1
7181-OQCUT,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0
8474-UMLNT,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,0
9821-POOTN,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
3836-FZSDJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9142-XMYJH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6559-ILWKJ,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,1
0187-QSXOE,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0
7733-UDMTP,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,0
2649-HWLYB,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,0
5214-CHIWJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4229-CZMLL,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
6904-JLBGY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
2465-BLLEU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1685-VAYJF,Yes,No,DSL,No,No,No,No,No,No,0
8874-EJNSR,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6917-YACBP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0
5049-MUBWG,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,0
4223-WOZCM,Yes,No,DSL,No,No,Yes,No,No,No,0
0769-MURVM,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
9253-VIFJQ,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,0
7030-FZTFM,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0
9741-YLNTD,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,0
5917-RYRMG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5120-ZBLAI,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,0
1194-BHJYC,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0
3663-MITLP,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
0906-QVPMS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
9025-ZRPVR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1905-OEILC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7858-GTZSP,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0
3285-UCQVC,No,No phone service,DSL,No,No,No,Yes,No,No,1
6248-BSHKG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4685-TFLLS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3470-BTGQO,Yes,No,DSL,No,No,No,No,No,No,0
1209-VFFOC,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,0
8224-DWCKX,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
5482-PLVPE,No,No phone service,DSL,No,No,No,No,No,No,1
4553-DVPZG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0
4902-OHLSK,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,1
6917-IAYHD,No,No phone service,DSL,No,Yes,No,Yes,No,No,0
0495-ZBNGW,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,1
8620-RJPZN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7572-KPVKK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0
2642-MAWLJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2357-COQEK,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1
7103-ZGVNT,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,0
3737-GCSPV,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,1
2027-WKXMW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0
7137-NAXML,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2428-ZMCTB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2961-VNFKL,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1768-HNVGJ,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0
6963-KQYQB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5934-RMPOV,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0
1207-BLKSA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4088-YLDSU,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1
8316-BBQAY,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0
1166-PQLGG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3146-JTQHR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4291-YZODP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4395-PZMSN,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,0
6427-FEFIG,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,0
0017-IUDMW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
8706-HRADD,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,0
9955-QOPOY,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,0
4385-ZKVNW,Yes,No,DSL,No,Yes,No,Yes,No,No,0
5446-DKWYW,Yes,Yes,DSL,No,No,Yes,No,Yes,No,0
2034-CGRHZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
5797-APWZC,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1
3683-QKIUE,Yes,No,DSL,No,No,No,Yes,No,No,1
4228-ZGYUW,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,1
9031-ZVQPT,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0
2990-IAJSV,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
8107-KNCIM,Yes,Yes,Fiber optic,No,No,No,No,No,No,0
9027-YFHQJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5176-LDKUH,Yes,No,Fiber optic,No,Yes,No,No,No,No,0
4644-OBGFZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7926-IJOOU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6480-YAGIY,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
4029-HPFVY,Yes,No,Fiber optic,No,No,No,No,No,No,0
7602-DBTOU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5345-BMKWB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3519-ZKXGG,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
5457-COLHT,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,0
6416-TVAIH,Yes,No,Fiber optic,No,No,No,No,No,No,1
5451-YHYPW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
5108-ADXWO,Yes,No,Fiber optic,Yes,No,No,No,No,No,1
7998-WNZEM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0
3066-RRJIO,Yes,No,Fiber optic,No,No,No,No,No,No,1
4664-NJCMS,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,0
0307-BCOPK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7629-WFGLW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,0
2542-HYGIQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6715-OFDBP,Yes,No,DSL,No,No,Yes,No,Yes,Yes,1
5016-LIPDW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6481-LXPWL,No,No phone service,DSL,No,Yes,Yes,No,No,No,0
1567-DSCIC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,1
2150-UWTFY,Yes,No,DSL,Yes,Yes,Yes,No,No,No,1
6124-ACRHJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9362-MWODR,Yes,No,DSL,Yes,No,No,Yes,Yes,No,0
9975-GPKZU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9625-RZFUK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5153-LXKDT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0
5161-UBZXI,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0
1020-JPQOW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,0
7919-ZODZZ,Yes,No,DSL,No,Yes,Yes,No,No,Yes,0
0565-JUPYD,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,0
6867-ACCZI,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,0
5939-XAIXZ,Yes,Yes,DSL,No,No,Yes,No,No,No,0
9054-FOWNV,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,0
2683-BPJSO,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,1
2157-MXBJS,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,1
8207-VVMYB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9732-EQMWY,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0
9360-AHGNL,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1
1087-UDSIH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5269-NRGDP,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,0
6195-MELTI,Yes,No,DSL,No,Yes,No,Yes,No,No,0
5485-WUYWF,Yes,No,DSL,Yes,No,Yes,No,Yes,No,1
2121-JAFOM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
8818-DOPVL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0
2632-UCGVD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,1
5445-PZWGX,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,1
1227-UDMZR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
5198-HQAEN,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,0
9170-CCKOU,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,1
2167-FQSTQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
2819-GWENI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1043-YCUTE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3814-MLAXC,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,1
3572-UUHRS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2692-PFYTJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1226-UDFZR,Yes,No,DSL,No,Yes,No,No,No,No,1
5955-EPOAZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6821-JPCDC,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0
8815-LMFLX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9135-HSWOC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
8582-KRHPJ,No,No phone service,DSL,Yes,Yes,No,No,No,No,0
5811-IWXYM,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0
7044-YAACC,Yes,No,Fiber optic,No,No,No,No,No,No,0
8189-XRIKE,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0
1506-YJTYT,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,0
4123-DVHPH,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,0
6425-YQLLO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,1
5442-UTCVD,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,1
2228-BZDEE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7734-DBOAI,No,No phone service,DSL,No,No,No,Yes,Yes,No,1
2789-CZANW,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0
2091-RFFBA,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
2114-MGINA,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1
7596-LDUXP,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,0
3740-RLMVT,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0
4489-SNOJF,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,1
2192-OZITF,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0
5651-CPDND,Yes,No,DSL,No,No,No,No,No,No,0
2186-QZEYA,Yes,Yes,DSL,Yes,Yes,No,No,No,No,0
1131-ALZWV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7729-XBTWX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9134-WYRVP,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,0
3284-SVCRO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9732-OUYRN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0559-CKHUS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2931-SVLTV,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0
6899-PPEEA,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,1
7504-UWHNB,Yes,No,Fiber optic,No,No,No,No,No,No,0
2582-FFFZR,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,0
8908-NMQTX,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
2187-LZGPL,No,No phone service,DSL,No,Yes,No,No,No,Yes,1
1431-AIDJQ,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,0
6288-LBEAR,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,0
4597-NUCQV,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1
9019-QVLZD,Yes,No,Fiber optic,No,No,No,No,Yes,No,1
8413-YNHNV,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0
5808-TOTXO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4369-NYSCF,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,0
6333-YDVLT,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0
5324-KTGCG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5599-HVLTW,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0
7394-LWLYN,Yes,No,Fiber optic,No,No,No,No,No,No,0
3707-LRWZD,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,1
6873-UDNLD,Yes,No,DSL,Yes,No,Yes,No,No,Yes,0
2700-LUEVA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1455-ESIQH,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,1
0958-YHXGP,Yes,No,Fiber optic,No,No,No,No,No,No,0
1101-SSWAG,Yes,Yes,DSL,No,No,No,No,No,No,0
2979-SXESE,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,1
4013-TLDHQ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,1
5743-KHMNA,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4194-FJARJ,Yes,Yes,DSL,Yes,No,No,Yes,No,No,0
5325-UWTWJ,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,0
3969-GYXEL,Yes,No,Fiber optic,Yes,No,No,No,No,No,0
9208-OLGAQ,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,0
3244-CQPHU,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0
2674-MLXMN,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0
9708-HPXWZ,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,0
6992-TKNYO,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,0
4468-YDOVK,Yes,No,DSL,No,No,No,Yes,No,No,0
3754-DXMRT,Yes,No,DSL,No,No,No,No,No,No,1
5792-JALQC,Yes,Yes,DSL,Yes,No,Yes,No,No,No,0
7130-VTEWQ,Yes,Yes,Fiber optic,No,No,No,No,No,No,1
2200-DSAAL,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,0
4302-ZYFEL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9351-LZYGF,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0
4366-CTOUZ,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,0
6121-VZNQB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7903-CMPEY,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,1
1518-OMDIK,Yes,No,DSL,No,No,No,No,No,No,0
6671-NGWON,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0595-ITUDF,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,0
6996-KNSML,Yes,No,Fiber optic,No,No,Yes,No,No,No,1
1955-IBMMB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
0096-BXERS,Yes,Yes,DSL,No,No,No,No,No,No,0
3806-YAZOV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7998-ZLXWN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
6253-WRFHY,Yes,No,DSL,No,No,No,No,Yes,Yes,0
9133-AYJZG,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0
2675-OTVVJ,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,0
8680-CGLTP,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0
8430-TWCBX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
5018-GWURO,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0
6741-QRLUP,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0
4737-HOBAX,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,0
0537-QYZZN,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0
3340-QBBFM,Yes,No,DSL,No,No,Yes,Yes,No,No,0
1704-NRWYE,Yes,No,Fiber optic,No,No,No,No,Yes,No,1
2592-SEIFQ,No,No phone service,DSL,No,No,No,No,No,No,1
8200-KLNYW,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0
3372-CDXFJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
4781-ZXYGU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7632-YUTXB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2718-YSKCS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
9896-UYMIE,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0
0853-NWIFK,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,0
8212-CRQXP,Yes,No,Fiber optic,No,No,No,No,Yes,No,0
6980-CDGFC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7691-XVTZH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,0
2520-SGTTA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
7481-ATQQS,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,1
2277-VWCNI,Yes,Yes,DSL,No,No,No,No,No,No,0
1088-CNNKB,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,0
8642-GVWRF,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,1
1930-BZLHI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3400-ESFUW,Yes,No,DSL,Yes,Yes,No,Yes,No,No,1
5868-YTYKS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
3525-DVKFN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
1482-OXZSY,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,0
0377-JBKKT,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0
5778-BVOFB,Yes,No,DSL,No,No,No,Yes,Yes,No,0
3373-YZZYM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2057-ZBLPD,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,1
0228-MAUWC,Yes,Yes,DSL,No,No,Yes,Yes,No,No,0
5502-RLUYV,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1
0023-HGHWL,No,No phone service,DSL,No,No,No,No,No,No,1
7663-YJHSN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,0
4915-BFSXL,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,0
3086-RUCRN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,0
5215-LNLDJ,No,No phone service,DSL,No,No,No,No,No,No,0
7576-JMYWV,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0
9039-RBEEE,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,1
0257-KXZGU,Yes,Yes,DSL,No,Yes,Yes,No,No,No,0
1307-ATKGB,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,0
8417-FMLZI,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,1
3714-XPXBW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,0
1850-AKQEP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0
2824-DXNKN,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,0
